title,url,price,avg_review,num_reviews,desc_text,desc_list,prod_category
"Fruit of the Loom Men's & Big Men's UPF Crewneck T-Shirt, up to size 4X",https://www.walmart.com/ip/Fruit-of-the-Loom-Men-s-and-Big-Men-s-Dual-Defense-UPF-Crew-T-Shirt-Up-To-Size-4X/668033073?wpa_bd=&wpa_pg_seller_id=F55CDC31AB754BB68FE0B39041159D63&wpa_ref_id=wpaqs:A7IOWHgMZNKoeh9Lj2eUI4F16NhbQs6VVJF866iP1H9IYPgQAsp6jmUmkwzZFwGZ9YYJoTUwhNTE3zkULQJUA9VWBnpjjzIlOCar2zVTBcEyGFWco1gujmek1t3HaHa95x5SHyOI0e4tHrIAU7mCX7VxI8Xm5D7-7OYkcHTX7qOmZ51KgMxmyhxJ9o77FCiJ4t1OCtD9WKsGqRyfP49k9w&wpa_tag=__tag__&wpa_aux_info=__aux_info__&wpa_pos=1&wpa_plmt=__plmt__&wpa_aduid=__aduid__&variantFieldId=actual_color,2.50,4.6,2021,,,Clothing
Fruit of the Loom - IWPF - Male - Sofspun Hooded Pullover Sweatshirt,https://www.walmart.com/ip/Fleece-Sofspun-Hooded-Pullover-Sweatshirt/502886175?variantFieldId=actual_color,27.82,,0,,,Clothing
"Fruit of the Loom Men's and Big Men's Dual Defense UPF Sleeveless Tank Top, Up To Size 4XL",https://www.walmart.com/ip/Fruit-of-the-Loom-Men-s-and-Big-Men-s-Dual-Defense-UPF-Sleeveless-Tank-Top-Up-To-Size-4XL/715245655?variantFieldId=actual_color,4.42,4.7,284,,,Clothing
"Fruit of the Loom Men's and Big Men's Eversoft Fleece Pullover Hoodie Sweatshirt, up to Size 3XL",https://www.walmart.com/ip/Fruit-of-the-Loom-Men-s-and-Big-Men-s-Eversoft-Fleece-Pullover-Hoodie-Sweatshirt-up-to-Size-3XL/889681347?wpa_bd=&wpa_pg_seller_id=F55CDC31AB754BB68FE0B39041159D63&wpa_ref_id=wpaqs:A7IOWHgMZNKoeh9Lj2eUI4F16NhbQs6VVJF866iP1H9IYPgQAsp6jmUmkwzZFwGZ9YYJoTUwhNTE3zkULQJUA1qda32q4ZKkmVC4szEbDhtOLKfVw4so71pnc75qmaSz3aFZCMVRxXNGYPCn89XFvToPEZg33dU94g9smImiLmz_AoHNNFfdeMsyTWwdvtMelNjY_3WoYkVJIUxhnI3EXQ&wpa_tag=__tag__&wpa_aux_info=__aux_info__&wpa_pos=2&wpa_plmt=__plmt__&wpa_aduid=__aduid__&variantFieldId=actual_color,9.96,4.6,534,,,Clothing
Fruit of the Loom Men's and Big Men's EverSoft Fleece Full Zip Hoodie Jacket,https://www.walmart.com/ip/Fruit-of-the-Loom-Men-s-and-Big-Men-s-Eversoft-Fleece-Full-Zip-Hoodie-Jacket-up-to-Size-3XL/481144399?wpa_bd=&wpa_pg_seller_id=F55CDC31AB754BB68FE0B39041159D63&wpa_ref_id=wpaqs:A7IOWHgMZNKoeh9Lj2eUI4F16NhbQs6VVJF866iP1H9IYPgQAsp6jmUmkwzZFwGZ9YYJoTUwhNTE3zkULQJUAzGMTE19ISjVxCjyl9m9N_p5ZUXqrI3fVbi0U3F_TwWQ3aFZCMVRxXNGYPCn89XFvToPEZg33dU94g9smImiLmz_AoHNNFfdeMsyTWwdvtMelNjY_3WoYkVJIUxhnI3EXQ&wpa_tag=__tag__&wpa_aux_info=__aux_info__&wpa_pos=1&wpa_plmt=__plmt__&wpa_aduid=__aduid__&variantFieldId=actual_color,9.96,4.6,942,,,Clothing
Tri-Mountain Men's Big And Tall Zipper Poplin Jacket,https://www.walmart.com/ip/Tri-Mountain-Men-s-Big-And-Tall-Zipper-Poplin-Jacket/324256091,38.64,,0,,,Clothing
Men's Sleeveless Tee White 4XL,https://www.walmart.com/ip/Men-s-Sleeveless-Tee-Black-2XL/22726275?variantFieldId=actual_color,12.49,3.6,144,,,Clothing
Fruit of the Loom - NIB - Male - HD Cotton Tank Top,https://www.walmart.com/ip/Fruit-of-the-Loom-NIB-Male-HD-Cotton-Tank-Top/533228271?variantFieldId=actual_color,12.10,,0,,,Clothing
Fruit of the Loom - Artix Men - HD Cotton Tank Top,https://www.walmart.com/ip/Fruit-of-the-Loom-Artix-Men-HD-Cotton-Tank-Top/247433072?variantFieldId=actual_color,12.10,,0,,,Clothing
Men's Muscle T-Shirt with Rib Trim,https://www.walmart.com/ip/Big-Men-s-Muscle-Tee/42887924?variantFieldId=actual_color,12.49,4.5,62,,,Clothing
Fruit of the loom Men's Short Sleeve Crew Tee,https://www.walmart.com/ip/Fruit-of-the-Loom-Heavy-Cotton-T-Shirt-Pack-of-6/148913418?variantFieldId=actual_color,3.64,4.4,265,,,Clothing
"Fruit of the Loom Men's and Big Men's Soft Long Sleeve Lightweight Crew Neck T-Shirt - 2 Pack, Up To Size 3XL",https://www.walmart.com/ip/Fruit-of-the-Loom-Men-s-and-Big-Men-s-Soft-Long-Sleeve-Lightweight-Crew-Neck-T-Shirt-2-Pack-Up-To-Size-3XL/228290102?wpa_bd=&wpa_pg_seller_id=F55CDC31AB754BB68FE0B39041159D63&wpa_ref_id=wpaqs:eEaAIuUE1zHk498m5HeTZ4F16NhbQs6VVJF866iP1H9IYPgQAsp6jmUmkwzZFwGZ9YYJoTUwhNTE3zkULQJUA0Hd7Uhv1JfEbAHlX7YWk2shZ5_qUDJfZ0pNTDm7tZnR3aFZCMVRxXNGYPCn89XFvToPEZg33dU94g9smImiLmwdGc_GjlDZqonhllorqe06lNjY_3WoYkVJIUxhnI3EXQ&wpa_tag=__tag__&wpa_aux_info=__aux_info__&wpa_pos=1&wpa_plmt=__plmt__&wpa_aduid=__aduid__&variantFieldId=actual_color,13.65,4.6,128,,,Clothing
"Fruit of the Loom Men's Cotton White Briefs, 3 Pack",https://www.walmart.com/ip/Fruit-of-the-Loom-Men-s-Cotton-White-Briefs-3-Pack/36226143,7.84,4.6,1629,,,Clothing
Mens Cotton Jersey Crew T-Shirt SF45R (2 PACK),https://www.walmart.com/ip/Mens-Cotton-Jersey-Crew-T-Shirt-SF45R-2-PACK/107371989?variantFieldId=actual_color,9.78,,0,,,Clothing
"Fruit Of The Loom Pack of 4 Adult Tight Woven Cotton Pocket T-Shirt, Style 3930P-Pack4",https://www.walmart.com/ip/Fruit-of-the-Loom-Pack4-Men-s-4-Pack-of-Pocket-T-Shirts-Style-3930P-Pack4/445920639,29.28,4.3,4,,,Clothing
"Fruit of the Loom Men's and Big Men's Soft Long Sleeve Lightweight Crew Neck T-Shirt - 2 Pack, Up To Size 3XL",https://www.walmart.com/ip/Fruit-of-the-Loom-Men-s-and-Big-Men-s-Soft-Long-Sleeve-Lightweight-Crew-Neck-T-Shirt-2-Pack-Up-To-Size-3XL/228290102?wpa_bd=&wpa_pg_seller_id=F55CDC31AB754BB68FE0B39041159D63&wpa_ref_id=wpaqs:eEaAIuUE1zHk498m5HeTZ4F16NhbQs6VVJF866iP1H9IYPgQAsp6jmUmkwzZFwGZ9YYJoTUwhNTE3zkULQJUA0Hd7Uhv1JfEbAHlX7YWk2shZ5_qUDJfZ0pNTDm7tZnR3aFZCMVRxXNGYPCn89XFvToPEZg33dU94g9smImiLmySie-iiT6vyky7gYkYg9ALlNjY_3WoYkVJIUxhnI3EXQ&wpa_tag=__tag__&wpa_aux_info=__aux_info__&wpa_pos=9&wpa_plmt=__plmt__&wpa_aduid=__aduid__&variantFieldId=actual_color,13.65,4.6,128,,,Clothing
fruit of the loom big men's classic thermal underwear top,https://www.walmart.com/ip/Big-Men-s-Classic-Thermal-Underwear-Top/16481458?variantFieldId=actual_color,15.87,3.8,307,,,Clothing
"Fruit of the Loom Men's and Big Men's Dual Defense UPF Sleeveless Tank Top, Up To Size 4XL",https://www.walmart.com/ip/Fruit-of-the-Loom-Men-s-and-Big-Men-s-Dual-Defense-UPF-Sleeveless-Tank-Top-Up-To-Size-4XL/304937969?variantFieldId=actual_color,4.42,4.7,284,,,Clothing
"Fruit of the Loom Men's & Big Men's UPF Crewneck T-Shirt, up to size 4X",https://www.walmart.com/ip/Fruit-of-the-Loom-Men-s-and-Big-Men-s-Dual-Defense-UPF-Crew-T-Shirt-Up-To-Size-4X/22726339?wpa_bd=&wpa_pg_seller_id=F55CDC31AB754BB68FE0B39041159D63&wpa_ref_id=wpaqs:A7IOWHgMZNKoeh9Lj2eUI4F16NhbQs6VVJF866iP1H9IYPgQAsp6jmUmkwzZFwGZ9YYJoTUwhNTE3zkULQJUA9VWBnpjjzIlOCar2zVTBcEyGFWco1gujmek1t3HaHa95x5SHyOI0e4tHrIAU7mCX7VxI8Xm5D7-7OYkcHTX7qM2zZj9AhtqKPo7X-7OzenD4t1OCtD9WKsGqRyfP49k9w&wpa_tag=__tag__&wpa_aux_info=__aux_info__&wpa_pos=1&wpa_plmt=__plmt__&wpa_aduid=__aduid__&variantFieldId=actual_color,2.50,4.6,2021,,,Clothing
"Fruit of the Loom Men's & Big Men's UPF Crewneck T-Shirt, up to size 4X",https://www.walmart.com/ip/Fruit-of-the-Loom-Men-s-and-Big-Men-s-Dual-Defense-UPF-Crew-T-Shirt-Up-To-Size-4X/22726339?wpa_bd=&wpa_pg_seller_id=F55CDC31AB754BB68FE0B39041159D63&wpa_ref_id=wpaqs:A7IOWHgMZNKoeh9Lj2eUI4F16NhbQs6VVJF866iP1H9IYPgQAsp6jmUmkwzZFwGZ9YYJoTUwhNTE3zkULQJUA9VWBnpjjzIlOCar2zVTBcEyGFWco1gujmek1t3HaHa95x5SHyOI0e4tHrIAU7mCX7VxI8Xm5D7-7OYkcHTX7qNRCRQfhwu7irtP6tI7zJXF4t1OCtD9WKsGqRyfP49k9w&wpa_tag=__tag__&wpa_aux_info=__aux_info__&wpa_pos=1&wpa_plmt=__plmt__&wpa_aduid=__aduid__&variantFieldId=actual_color,2.50,4.6,2021,,,Clothing
Fruit Of The Loom Men's Knit Poly Rayon Jogger Lounge Pant,https://www.walmart.com/ip/Fruit-of-the-Loom-Men-s-Knit-Poly-Rayon-Jogger-Lounge-Pant/890992297?wpa_bd=&wpa_pg_seller_id=F55CDC31AB754BB68FE0B39041159D63&wpa_ref_id=wpaqs:lfJGvXVQ4a-j-Wi2Mh8O3RcwkLm5KOaTZaDUB-1iqztIYPgQAsp6jmUmkwzZFwGZ9YYJoTUwhNTE3zkULQJUA4u7Hj1nEI1l2PcB2c8IpSBG9zBmAVLXcH59enZIZn7R3aFZCMVRxXNGYPCn89XFvToPEZg33dU94g9smImiLmw1eMrL0xO5WbaStOmBE7jZlNjY_3WoYkVJIUxhnI3EXQ&wpa_tag=__tag__&wpa_aux_info=__aux_info__&wpa_pos=5&wpa_plmt=__plmt__&wpa_aduid=__aduid__&variantFieldId=actual_color,12.98,4.6,240,,,Clothing
The Fruit of the Loom Adult 47 oz Sofspun Jersey Long Sleeve T-Shirt - WHITE - S,https://www.walmart.com/ip/The-Fruit-of-the-Loom-Adult-47-oz-Sofspun-Jersey-Long-Sleeve-T-Shirt-J-NAVY-L/103416629?variantFieldId=actual_color,10.89,,0,,,Clothing
T-Shirts Sofspun V-Neck T-Shirt,https://www.walmart.com/ip/T-Shirts-Sofspun-V-Neck-T-Shirt/452544707?variantFieldId=actual_color,12.72,,0,,,Clothing
Fruit of the Loom  Men's Heavyweight Cotton V-neck T-shirt White M,https://www.walmart.com/ip/Fruit-of-the-Loom-Men-s-Heavyweight-Cotton-V-neck-T-shirt-Athletic-Heather-XL/197135504,8.63,,0,,,Clothing
Mens Heavy Cotton HD V-Neck T-Shirt 39VR (2 PACK),https://www.walmart.com/ip/Mens-Heavy-Cotton-HD-V-Neck-T-Shirt-39VR-2-PACK/590443327?variantFieldId=actual_color,10.78,,0,,,Clothing
Mens Jersey V-Neck T-Shirt SFVR (3 PACK),https://www.walmart.com/ip/Mens-Jersey-V-Neck-T-Shirt-SFVR-3-PACK/652442676?variantFieldId=actual_color,18.72,,0,,,Clothing
Mens Cotton Jersey Crew T-Shirt SF45R (10 PACK),https://www.walmart.com/ip/Mens-Cotton-Jersey-Crew-T-Shirt-SF45R-10-PACK/724971886?variantFieldId=actual_color,34.41,,0,,,Clothing
Mens Jersey V-Neck T-Shirt SFVR (2 PACK),https://www.walmart.com/ip/Mens-Jersey-V-Neck-T-Shirt-SFVR-2-PACK/144987016?variantFieldId=actual_color,12.39,,0,,,Clothing
Fruit of the Loom  V Neck Cotton T Shirt (Men's Big & Tall),https://www.walmart.com/ip/Fruit-of-the-Loom-V-Neck-Cotton-T-Shirt-Men-s-Big-Tall/166210877?variantFieldId=actual_color,10.77,,0,,,Clothing
T-Shirts HD Cotton Tank Top,https://www.walmart.com/ip/T-Shirts-HD-Cotton-Tank-Top/551015445?variantFieldId=actual_color,7.04,5.0,9,,,Clothing
Fruit of the Loom Boys 6-20 HD Cotton Long Sleeve T-Shirt,https://www.walmart.com/ip/Fruit-of-the-Loom-Boys-6-20-HD-Cotton-Long-Sleeve-T-Shirt/606321214?variantFieldId=actual_color,12.10,,0,,,Clothing
Mens 5 oz 100% Heavy Cotton HD Tank 39TKR (2 PACK),https://www.walmart.com/ip/Mens-5-oz-100-Heavy-Cotton-HD-Tank-39TKR-2-PACK/677735539?variantFieldId=actual_color,11.00,3.8,4,,,Clothing
Fruit of the Loom Men's Crewneck Long Sleeve T-Shirt,https://www.walmart.com/ip/Fruit-of-the-Loom-Boys-6-20-HD-Cotton-Long-Sleeve-T-Shirt/133512943?variantFieldId=actual_color,6.97,3.9,29,,,Clothing
Mens 5 oz 100% Heavy Cotton HD Tank 39TKR (5 PACK),https://www.walmart.com/ip/Mens-5-oz-100-Heavy-Cotton-HD-Tank-39TKR-5-PACK/564585184?variantFieldId=actual_color,23.70,,0,,,Clothing
Mens 5 oz 100% Heavy Cotton HD Tank 39TKR (3 PACK),https://www.walmart.com/ip/Mens-5-oz-100-Heavy-Cotton-HD-Tank-39TKR-3-PACK/151877546?variantFieldId=actual_color,14.94,5.0,1,,,Clothing
The Fruit of the Loom Adult 5 oz HD Cotton Tank Top - WHITE - S,https://www.walmart.com/ip/The-Fruit-of-the-Loom-Adult-5-oz-HD-Cotton-Tank-Top-TRUE-RED-2XL/388984403?variantFieldId=actual_color,8.35,4.5,29,,,Clothing
Mens 5 oz 100% Heavy Cotton HD Tank 39TKR (10 PACK),https://www.walmart.com/ip/Mens-5-oz-100-Heavy-Cotton-HD-Tank-39TKR-10-PACK/866636686?variantFieldId=actual_color,41.36,,0,,,Clothing
Fruit of the Loom Mens Big & Tall I Want You To Party Graphic T-Shirt White S,https://www.walmart.com/ip/Fruit-of-the-Loom-Mens-Big-Tall-I-Want-You-To-Party-Graphic-T-Shirt-White-S/430828192,14.99,,0,,,Clothing
The Fruit of the Loom Adult 5 oz HD Cotton Pocket T-Shirt - WHITE - S,https://www.walmart.com/ip/The-Fruit-of-the-Loom-Adult-5-oz-HD-Cotton-Pocket-T-Shirt-WHITE-S/219716457?variantFieldId=actual_color,10.10,2.0,2,,,Clothing
Mens Cotton Jersey Crew T-Shirt SF45R (3 PACK),https://www.walmart.com/ip/Mens-Cotton-Jersey-Crew-T-Shirt-SF45R-3-PACK/124063073?variantFieldId=actual_color,14.81,,0,,,Clothing
The Fruit of the Loom Adult 5 oz HD Cotton Long Sleeve T-Shirt - WHITE - M,https://www.walmart.com/ip/The-Fruit-of-the-Loom-Adult-5-oz-HD-Cotton-Long-Sleeve-T-Shirt-TRUE-RED-3XL/839001341?variantFieldId=actual_color,8.74,4.3,24,,,Clothing
Mens Cotton Jersey Crew T-Shirt SF45R (5 PACK),https://www.walmart.com/ip/Mens-Cotton-Jersey-Crew-T-Shirt-SF45R-5-PACK/698026081?variantFieldId=actual_color,20.92,,0,,,Clothing
"Fruit of the Loom Men's & Big Men's UPF Crewneck T-Shirt, up to size 4X",https://www.walmart.com/ip/Fruit-of-the-Loom-Men-s-and-Big-Men-s-Dual-Defense-UPF-Crew-T-Shirt-Up-To-Size-4X/22726339?variantFieldId=actual_color,2.50,4.6,2021,,,Clothing
Fruit of the Loom - NIB - Male - HD Cotton Tank Top,https://www.walmart.com/ip/Fruit-of-the-Loom-NIB-Male-HD-Cotton-Tank-Top/225736588?variantFieldId=actual_color,12.10,,0,,,Clothing
"Hanes Men's Beefy-T Crewneck T-Shirt, Style 5180",https://www.walmart.com/ip/Hanes-Men-s-Beefy-T-Crewneck-T-Shirt-Clean-Mint-Small/887169216?variantFieldId=actual_color,8.60,,0,,,Clothing
T-Shirts HD Cotton Tank Top,https://www.walmart.com/ip/T-Shirts-HD-Cotton-Tank-Top/659187024?variantFieldId=actual_color,6.66,5.0,9,,,Clothing
Fruit of the Loom - Artix Men - HD Cotton Tank Top,https://www.walmart.com/ip/Fruit-of-the-Loom-Artix-Men-HD-Cotton-Tank-Top/955722719?variantFieldId=actual_color,12.10,,0,,,Clothing
Fruit of the Loom Adult 5 oz. HD Cotton™ Long-Sleeve T-Shirt,https://www.walmart.com/ip/Fruit-of-the-Loom-Boys-6-20-HD-Cotton-Long-Sleeve-T-Shirt/125968879?variantFieldId=actual_color,8.35,4.3,20,,,Clothing
Mens Cotton Jersey Crew T-Shirt SF45R (2 PACK),https://www.walmart.com/ip/Mens-Cotton-Jersey-Crew-T-Shirt-SF45R-2-PACK/659367605?variantFieldId=actual_color,10.22,,0,,,Clothing
"Fruit Of The Loom Pack of 3 Men's Seamless Lightweight T-Shirt, Style 3930-Pack3",https://www.walmart.com/ip/Fruit-of-the-Loom-Heavy-Cotton-HD-T-Shirt-Style-3930-Pack3/804340134,27.00,,0,,,Clothing
Mens 5 oz 100% Heavy Cotton HD Tank 39TKR (2 PACK),https://www.walmart.com/ip/Mens-5-oz-100-Heavy-Cotton-HD-Tank-39TKR-2-PACK/511268500?variantFieldId=actual_color,11.00,3.8,4,,,Clothing
"Fruit Of The Loom Pack of 2 Men's Seamless Lightweight T-Shirt, Style 3930-Pack2",https://www.walmart.com/ip/Fruit-of-the-Loom-Heavy-Cotton-T-Shirt-Style-3930-Pack2/215970350,14.70,,0,,,Clothing
Mens 5 oz 100% Heavy Cotton HD Tank 39TKR (5 PACK),https://www.walmart.com/ip/Mens-5-oz-100-Heavy-Cotton-HD-Tank-39TKR-5-PACK/318924154?variantFieldId=actual_color,23.70,,0,,,Clothing
Mens 5 oz 100% Heavy Cotton HD Tank 39TKR (3 PACK),https://www.walmart.com/ip/Mens-5-oz-100-Heavy-Cotton-HD-Tank-39TKR-3-PACK/962136528?variantFieldId=actual_color,14.94,5.0,1,,,Clothing
Mens 5 oz 100% Heavy Cotton HD Tank 39TKR (10 PACK),https://www.walmart.com/ip/Mens-5-oz-100-Heavy-Cotton-HD-Tank-39TKR-10-PACK/837278035?variantFieldId=actual_color,41.36,,0,,,Clothing
Mens Cotton Jersey Crew T-Shirt SF45R (10 PACK),https://www.walmart.com/ip/Mens-Cotton-Jersey-Crew-T-Shirt-SF45R-10-PACK/375167288?variantFieldId=actual_color,36.60,,0,,,Clothing
Fruit of the Loom - Artix Men - HD Cotton Long Sleeve T-Shirt,https://www.walmart.com/ip/Fruit-of-the-Loom-Boys-6-20-HD-Cotton-Long-Sleeve-T-Shirt/483905306?variantFieldId=actual_color,12.10,,0,,,Clothing
Branded Fruit of the Loom Adult 5 oz HD Cotton Tank Top - GOLD - S (Instant Saving 5% & more),https://www.walmart.com/ip/The-Fruit-of-the-Loom-Adult-5-oz-HD-Cotton-Tank-Top-TRUE-RED-2XL/889903918?variantFieldId=actual_color,3.61,4.5,29,,,Clothing
The Fruit of the Loom Adult 5 oz HD Cotton Pocket T-Shirt - GOLD - 3XL,https://www.walmart.com/ip/The-Fruit-of-the-Loom-Adult-5-oz-HD-Cotton-Pocket-T-Shirt-WHITE-S/988705584?variantFieldId=actual_color,10.77,2.0,2,,,Clothing
Fruit of the Loom 4930R HD Cotton Long Sleeve T-Shirt,https://www.walmart.com/ip/Fruit-of-the-Loom-Boys-6-20-HD-Cotton-Long-Sleeve-T-Shirt/116883627?variantFieldId=actual_color,12.98,3.9,29,,,Clothing
Unisex 5 oz.Heavy Cotton HD Long-Sleeve T-Shirt,https://www.walmart.com/ip/Unisex-5-oz-Heavy-Cotton-HD-Long-Sleeve-T-Shirt/749183428?variantFieldId=actual_color,8.49,4.7,26,,,Clothing
The Fruit of the Loom Adult 5 oz HD Cotton Long Sleeve T-Shirt - GOLD - 3XL,https://www.walmart.com/ip/The-Fruit-of-the-Loom-Adult-5-oz-HD-Cotton-Long-Sleeve-T-Shirt-TRUE-RED-3XL/570721456?variantFieldId=actual_color,8.86,4.3,24,,,Clothing
"Fruit of the Loom Men's and Big Men's Soft Long Sleeve Lightweight Crew Neck T-Shirt - 2 Pack, Up To Size 3XL",https://www.walmart.com/ip/Fruit-of-the-Loom-Men-s-and-Big-Men-s-Soft-Long-Sleeve-Lightweight-Crew-Neck-T-Shirt-2-Pack-Up-To-Size-3XL/228290102?wpa_bd=&wpa_pg_seller_id=F55CDC31AB754BB68FE0B39041159D63&wpa_ref_id=wpaqs:eEaAIuUE1zHk498m5HeTZ4F16NhbQs6VVJF866iP1H9IYPgQAsp6jmUmkwzZFwGZ9YYJoTUwhNTE3zkULQJUA0Hd7Uhv1JfEbAHlX7YWk2shZ5_qUDJfZ0pNTDm7tZnR3aFZCMVRxXNGYPCn89XFvToPEZg33dU94g9smImiLmwOXtypGzNaPCBrIWPx1u4TlNjY_3WoYkVJIUxhnI3EXQ&wpa_tag=__tag__&wpa_aux_info=__aux_info__&wpa_pos=1&wpa_plmt=__plmt__&wpa_aduid=__aduid__&variantFieldId=actual_color,13.65,4.6,128,,,Clothing
"Fruit of the Loom Men's and Big Men's Eversoft Fleece Full Zip Hoodie Jacket, up to Size 3XL",https://www.walmart.com/ip/Fruit-of-the-Loom-Men-s-and-Big-Men-s-Eversoft-Fleece-Full-Zip-Hoodie-Jacket-up-to-Size-3XL/219546679?variantFieldId=actual_color,9.96,4.6,942,,,Clothing
The Fruit of the Loom Adult 5 oz HD Cotton T-Shirt - GOLD - M,https://www.walmart.com/ip/The-Fruit-of-the-Loom-Adult-5-oz-HD-Cotton-T-Shirt-TRUE-RED-6XL/177492516?variantFieldId=actual_color,6.18,4.1,20,,,Clothing
Big Men's Muscle Tee,https://www.walmart.com/ip/Men-s-Sleeveless-Tee-Black-2XL/37617884?variantFieldId=actual_color,12.49,3.6,144,,,Clothing
"Fruit of the Loom Men's and Big Men's Eversoft Fleece Full Zip Hoodie Jacket, up to Size 3XL",https://www.walmart.com/ip/Fruit-of-the-Loom-Men-s-and-Big-Men-s-Eversoft-Fleece-Full-Zip-Hoodie-Jacket-up-to-Size-3XL/219546679?wpa_bd=&wpa_pg_seller_id=F55CDC31AB754BB68FE0B39041159D63&wpa_ref_id=wpaqs:A7IOWHgMZNKoeh9Lj2eUI4F16NhbQs6VVJF866iP1H9IYPgQAsp6jmUmkwzZFwGZ9YYJoTUwhNTE3zkULQJUAzGMTE19ISjVxCjyl9m9N_p5ZUXqrI3fVbi0U3F_TwWQ3aFZCMVRxXNGYPCn89XFvToPEZg33dU94g9smImiLmxjPPZw01U8ZrSX7t4HQ_nQlNjY_3WoYkVJIUxhnI3EXQ&wpa_tag=__tag__&wpa_aux_info=__aux_info__&wpa_pos=1&wpa_plmt=__plmt__&wpa_aduid=__aduid__&variantFieldId=actual_color,9.96,4.6,942,,,Clothing
"Fruit Of The Loom Pack of 3 Men's Seamless Lightweight T-Shirt, Style 3930-Pack3",https://www.walmart.com/ip/Fruit-of-the-Loom-Heavy-Cotton-HD-T-Shirt-Style-3930-Pack3/970155883,20.55,,0,,,Clothing
Fol Muscle Yellow 4xl,https://www.walmart.com/ip/Mens-Sleeveless-Tee-XX-Large-Black-Heather/37617888?variantFieldId=actual_color,12.49,4.8,21,,,Clothing
Fruit of the Loom - NIB - Male - HD Cotton Long Sleeve T-Shirt,https://www.walmart.com/ip/Fruit-of-the-Loom-Boys-6-20-HD-Cotton-Long-Sleeve-T-Shirt/525516069?variantFieldId=actual_color,12.10,,0,,,Clothing
"Fruit Of The Loom Pack of 2 Men's Seamless Lightweight T-Shirt, Style 3930-Pack2",https://www.walmart.com/ip/Fruit-of-the-Loom-Heavy-Cotton-T-Shirt-Style-3930-Pack2/782090151,14.70,,0,,,Clothing
The Fruit of the Loom Adult 47 oz Sofspun Jersey Crew T-Shirt - GOLD - 3XL,https://www.walmart.com/ip/The-Fruit-of-the-Loom-Adult-47-oz-Sofspun-Jersey-Crew-T-Shirt-GOLD-3XL/856869152?variantFieldId=actual_color,6.93,5.0,1,,,Clothing
"Fruit of the Loom Mens 4-Pack of Pocket T-Shirts, Pack of 4",https://www.walmart.com/ip/Fruit-of-the-Loom-Mens-4-Pack-of-Pocket-T-Shirts-Pack-of-4/101584717?variantFieldId=actual_color,9.21,4.2,18,,,Clothing
Fruit of the Loom Adult 4.7 oz. Sofspun® Jersey Crew T-Shirt,https://www.walmart.com/ip/Fruit-Of-The-Loom-Sofspun-Adult-Crew-Tee-Sf45R/149862959?variantFieldId=actual_color,5.43,4.3,24,,,Clothing
Fruit of the Loom Boys 6-20 HD Cotton Long Sleeve T-Shirt,https://www.walmart.com/ip/Fruit-of-the-Loom-Boys-6-20-HD-Cotton-Long-Sleeve-T-Shirt/136426170?variantFieldId=actual_color,8.49,3.9,29,,,Clothing
Unisex 5 oz.Heavy Cotton HD Long-Sleeve T-Shirt,https://www.walmart.com/ip/Unisex-5-oz-Heavy-Cotton-HD-Long-Sleeve-T-Shirt/998889214?variantFieldId=actual_color,8.49,4.7,26,,,Clothing
Mens Cotton Jersey Crew T-Shirt SF45R (5 PACK),https://www.walmart.com/ip/Mens-Cotton-Jersey-Crew-T-Shirt-SF45R-5-PACK/375509293?variantFieldId=actual_color,21.21,,0,,,Clothing
Mens Cotton Jersey Crew T-Shirt SF45R (3 PACK),https://www.walmart.com/ip/Mens-Cotton-Jersey-Crew-T-Shirt-SF45R-3-PACK/173570569?variantFieldId=actual_color,15.47,,0,,,Clothing
The Fruit of the Loom Adult 5 oz HD Cotton Long Sleeve T-Shirt - YELLOW - L,https://www.walmart.com/ip/The-Fruit-of-the-Loom-Adult-5-oz-HD-Cotton-Long-Sleeve-T-Shirt-TRUE-RED-3XL/261810048?variantFieldId=actual_color,9.98,4.3,24,,,Clothing
The Fruit of the Loom Adult 5 oz HD Cotton T-Shirt - YELLOW - L,https://www.walmart.com/ip/The-Fruit-of-the-Loom-Adult-5-oz-HD-Cotton-T-Shirt-TRUE-RED-6XL/542117255?variantFieldId=actual_color,7.11,4.1,20,,,Clothing
"Fruit of the Loom Pack4 Men's 4-Pack of Pocket T-Shirts, Style 3930P-Pack4",https://www.walmart.com/ip/Fruit-of-the-Loom-Pack4-Men-s-4-Pack-of-Pocket-T-Shirts-Style-3930P-Pack4/732282072,29.28,4.3,4,,,Clothing
Fruit of the Loom Fleece Sofspun Crewneck Sweatshirt SF72R,https://www.walmart.com/ip/Fruit-of-the-Loom-NIB-Male-Sofspun-Crewneck-Sweatshirt/817194515?variantFieldId=actual_color,18.91,,0,,,Clothing
Fleece Sofspun Crewneck Sweatshirt,https://www.walmart.com/ip/Fleece-Sofspun-Crewneck-Sweatshirt/588327558?variantFieldId=actual_color,10.77,4.9,15,,,Clothing
Fruit of the Loom - Sofspun Hooded Contrast Pullover Sweatshirt,https://www.walmart.com/ip/Fruit-of-the-Loom-Sofspun-Hooded-Contrast-Pullover-Sweatshirt/610360798?variantFieldId=actual_color,16.03,4.2,5,,,Clothing
Fruit of the Loom Men's Beyondsoft Knit Pajama Pant,https://www.walmart.com/ip/Fruit-of-the-Loom-Men-s-Beyondsoft-Knit-Pajama-Pant/156953215,11.88,4.5,309,,,Clothing
